,decile,variable,value,year
87,8.0,Entertainment,0.005359324557916556,96
88,9.0,Entertainment,0.006560914466448124,96
89,10.0,Entertainment,0.007458061196487922,96
90,1.0,Restaurant,0.003351134349100742,96
91,2.0,Restaurant,0.0052353833072661385,96
92,3.0,Restaurant,0.005981725409190342,96
93,4.0,Restaurant,0.006603404324169708,96
94,5.0,Restaurant,0.007599953727966839,96
95,6.0,Restaurant,0.007072805114502237,96
96,7.0,Restaurant,0.007606326158760509,96
97,8.0,Restaurant,0.00978647744349182,96
98,9.0,Restaurant,0.00959224722111122,96
99,10.0,Restaurant,0.021492924914068935,96
100,1.0,Others,0.025510619229651147,96
101,2.0,Others,0.02619576409849203,96
102,3.0,Others,0.024970370373110715,96
103,4.0,Others,0.024109804493910945,96
104,5.0,Others,0.02336643202880329,96
105,6.0,Others,0.02177660549012522,96
106,7.0,Others,0.020479089485282168,96
107,8.0,Others,0.01880832169304159,96
108,9.0,Others,0.018587104860015777,96
109,10.0,Others,0.017177155545102428,96
110,1.0,Durables,0.08289678312393431,96
111,2.0,Durables,0.12135906833449768,96
112,3.0,Durables,0.1498752488387234,96
113,4.0,Durables,0.17020485702876767,96
114,5.0,Durables,0.19384037648047592,96
115,6.0,Durables,0.21595919796281957,96
116,7.0,Durables,0.24290059216591023,96
117,8.0,Durables,0.26515842501147074,96
118,9.0,Durables,0.3019461865228452,96
119,10.0,Durables,0.31164322886224105,96
120,1.0,Investments,0.008093313994269706,96
121,2.0,Investments,0.01290097595095931,96
122,3.0,Investments,0.014698838781281521,96
123,4.0,Investments,0.01683504055649974,96
124,5.0,Investments,0.018776709774964057,96
125,6.0,Investments,0.02294179727798632,96
126,7.0,Investments,0.02431489882787979,96
127,8.0,Investments,0.03276762315569948,96
128,9.0,Investments,0.04455575024992014,96
129,10.0,Investments,0.11444266530171887,96
0,1.0,Food,0.4348123020431291,97
1,2.0,Food,0.38656210760109677,97
2,3.0,Food,0.3563550961797474,97
3,4.0,Food,0.33546682872545214,97
4,5.0,Food,0.3177758796950061,97
5,6.0,Food,0.30183319893895283,97
6,7.0,Food,0.2849082168608961,97
7,8.0,Food,0.25670203559131616,97
8,9.0,Food,0.2255584489531007,97
9,10.0,Food,0.160531945488622,97
10,1.0,Drink,0.013214065960121625,97
11,2.0,Drink,0.015243817061512387,97
12,3.0,Drink,0.014438068255988364,97
13,4.0,Drink,0.012093228219358994,97
14,5.0,Drink,0.01147619974374526,97
15,6.0,Drink,0.009966097100786326,97
16,7.0,Drink,0.008103611372482047,97
17,8.0,Drink,0.0068513129928474085,97
18,9.0,Drink,0.004894382705500557,97
19,10.0,Drink,0.0031181634441806915,97
20,1.0,Cloth,0.018942694966400386,97
21,2.0,Cloth,0.02899190358726605,97
22,3.0,Cloth,0.03245055569010143,97
23,4.0,Cloth,0.03586759824796681,97
24,5.0,Cloth,0.04003682774097973,97
25,6.0,Cloth,0.0434639252509738,97
26,7.0,Cloth,0.047642356563515995,97
27,8.0,Cloth,0.047157184947889286,97
28,9.0,Cloth,0.046031172403803285,97
29,10.0,Cloth,0.03817616247049828,97
30,1.0,Housing,0.2822035469684164,97
31,2.0,Housing,0.2581828875984759,97
32,3.0,Housing,0.2482555974428082,97
33,4.0,Housing,0.23879353302725087,97
34,5.0,Housing,0.2315214857776734,97
35,6.0,Housing,0.22309894643262568,97
36,7.0,Housing,0.21670038944831765,97
37,8.0,Housing,0.20999839804919446,97
38,9.0,Housing,0.20343354355503585,97
39,10.0,Housing,0.17678824198970577,97
40,1.0,Furniture,0.029333026088376353,97
41,2.0,Furniture,0.02729336700573488,97
42,3.0,Furniture,0.02598874792372819,97
43,4.0,Furniture,0.02460736940679823,97
44,5.0,Furniture,0.022939421362373494,97
45,6.0,Furniture,0.02284980593393489,97
46,7.0,Furniture,0.021643133261390904,97
47,8.0,Furniture,0.022746118655082276,97
48,9.0,Furniture,0.02067685344858778,97
49,10.0,Furniture,0.022974438531082615,97
50,1.0,Health,0.032446234742960114,97
51,2.0,Health,0.0402160575676534,97
52,3.0,Health,0.043477833905798555,97
53,4.0,Health,0.045660431585037936,97
54,5.0,Health,0.04765429170558872,97
55,6.0,Health,0.050816582873625636,97
56,7.0,Health,0.05305392432718585,97
57,8.0,Health,0.05831787119128409,97
58,9.0,Health,0.06389294285870604,97
59,10.0,Health,0.06084332760798779,97
60,1.0,Transportation,0.0419359619529935,97
61,2.0,Transportation,0.04880783994567079,97
62,3.0,Transportation,0.04826292150402918,97
63,4.0,Transportation,0.050296683429546005,97
64,5.0,Transportation,0.04914032260567642,97
65,6.0,Transportation,0.04943419206208012,97
66,7.0,Transportation,0.04688725964997903,97
67,8.0,Transportation,0.04498583990943528,97
68,9.0,Transportation,0.040310935040401896,97
69,10.0,Transportation,0.031841650031581986,97
70,1.0,ICT,0.022649095722806656,97
71,2.0,ICT,0.02427809353627395,97
72,3.0,ICT,0.024021132740357363,97
73,4.0,ICT,0.023450337276848733,97
74,5.0,ICT,0.022405625448616597,97
75,6.0,ICT,0.022185424354544025,97
76,7.0,ICT,0.02038987905247303,97
77,8.0,ICT,0.018927423060143677,97
78,9.0,ICT,0.01704462018116258,97
79,10.0,ICT,0.011852571858038613,97
80,1.0,Entertainment,0.0037165197486833095,97
81,2.0,Entertainment,0.004824863636182283,97
82,3.0,Entertainment,0.0050984423300346905,97
83,4.0,Entertainment,0.005619404419617723,97
84,5.0,Entertainment,0.005117429229053133,97
85,6.0,Entertainment,0.005740061369481413,97
86,7.0,Entertainment,0.005475102264783589,97
87,8.0,Entertainment,0.00547936352134837,97
88,9.0,Entertainment,0.00565956834262794,97
89,10.0,Entertainment,0.006563525310855166,97
90,1.0,Restaurant,0.0037005017561662,97
91,2.0,Restaurant,0.00556513793092782,97
92,3.0,Restaurant,0.005813140834696197,97
93,4.0,Restaurant,0.0073756854849272606,97
94,5.0,Restaurant,0.007527263046961478,97
95,6.0,Restaurant,0.00803675998772651,97
96,7.0,Restaurant,0.008855166206270576,97
97,8.0,Restaurant,0.00930412185607087,97
98,9.0,Restaurant,0.011075221127276469,97
99,10.0,Restaurant,0.018476071720166794,97
100,1.0,Others,0.02853119890461097,97
101,2.0,Others,0.029057314705291278,97
102,3.0,Others,0.02864018595542404,97
103,4.0,Others,0.026409175266029466,97
104,5.0,Others,0.025788951927543092,97
105,6.0,Others,0.023993761621080738,97
106,7.0,Others,0.022677720043778125,97
107,8.0,Others,0.021396662715862203,97
108,9.0,Others,0.018645156431034662,97
109,10.0,Others,0.015433946548296681,97
110,1.0,Durables,0.08200067753155504,97
111,2.0,Durables,0.11911993038196486,97
112,3.0,Durables,0.15071271460145275,97
113,4.0,Durables,0.17619879345329478,97
114,5.0,Durables,0.19820825329313083,97
115,6.0,Durables,0.21493935935055108,97
116,7.0,Durables,0.23233719922881313,97
117,8.0,Durables,0.2621507263366785,97
118,9.0,Durables,0.2839179713637962,97
119,10.0,Durables,0.2707550565213336,97
120,1.0,Investments,0.0065141736137801125,97
121,2.0,Investments,0.011856679441949227,97
122,3.0,Investments,0.016485562635833253,97
123,4.0,Investments,0.0181609314578707,97
124,5.0,Investments,0.020408048423651397,97
125,6.0,Investments,0.023641884723636555,97
126,7.0,Investments,0.03132604172011351,97
127,8.0,Investments,0.03598294117284705,97
128,9.0,Investments,0.05885918358896562,97
129,10.0,Investments,0.1826448984776496,97
0,1.0,Food,0.45222542823747647,98
1,2.0,Food,0.39440632332100384,98
2,3.0,Food,0.3718393762579426,98
3,4.0,Food,0.34776673003962766,98
4,5.0,Food,0.3280366562675123,98
5,6.0,Food,0.3118300884940155,98
6,7.0,Food,0.3000414275407971,98
7,8.0,Food,0.27397740118514247,98
8,9.0,Food,0.24685618354346903,98
9,10.0,Food,0.16648229516678492,98
10,1.0,Drink,0.013044702033548692,98
11,2.0,Drink,0.015536731845103674,98
12,3.0,Drink,0.013613287488335176,98
13,4.0,Drink,0.013426383224962733,98
14,5.0,Drink,0.011090823811978628,98
15,6.0,Drink,0.010162000155492864,98
16,7.0,Drink,0.00848743009209696,98
17,8.0,Drink,0.006761172166175096,98
18,9.0,Drink,0.005129912757060574,98
19,10.0,Drink,0.002746447611873689,98
20,1.0,Cloth,0.017477485251655427,98
21,2.0,Cloth,0.027090920496219084,98
22,3.0,Cloth,0.030689483789598,98
23,4.0,Cloth,0.033645531628227456,98
24,5.0,Cloth,0.038385841275682835,98
25,6.0,Cloth,0.03794673364512449,98
26,7.0,Cloth,0.04186662926354279,98
27,8.0,Cloth,0.04091570771616922,98
28,9.0,Cloth,0.04391463723177396,98
29,10.0,Cloth,0.035828493941661536,98
30,1.0,Housing,0.27277444578240523,98
31,2.0,Housing,0.2588216238324444,98
32,3.0,Housing,0.25103081684908835,98
33,4.0,Housing,0.24512845594217453,98
34,5.0,Housing,0.2391770302497576,98
35,6.0,Housing,0.23307799571133386,98
36,7.0,Housing,0.2262391612359399,98
37,8.0,Housing,0.2278775214139009,98
38,9.0,Housing,0.21239606019476476,98
39,10.0,Housing,0.19728463500510232,98
40,1.0,Furniture,0.0328113290235509,98
41,2.0,Furniture,0.030708645807574896,98
42,3.0,Furniture,0.029224567315371028,98
43,4.0,Furniture,0.027127114409168165,98
44,5.0,Furniture,0.02631433226123951,98
45,6.0,Furniture,0.025720825889018088,98
46,7.0,Furniture,0.023788703410419963,98
47,8.0,Furniture,0.023381217011641288,98
48,9.0,Furniture,0.02144950045844136,98
49,10.0,Furniture,0.019243312844189127,98
50,1.0,Health,0.030551264787524984,98
51,2.0,Health,0.03887059554422246,98
52,3.0,Health,0.03964518772495812,98
53,4.0,Health,0.04346025985559739,98
54,5.0,Health,0.0457272318787815,98
55,6.0,Health,0.04903269876270049,98
56,7.0,Health,0.05013960710453038,98
57,8.0,Health,0.0559565957905906,98
58,9.0,Health,0.05801094999746036,98
59,10.0,Health,0.057835510060761576,98
60,1.0,Transportation,0.04111258828250155,98
61,2.0,Transportation,0.04755450122213041,98
62,3.0,Transportation,0.04781969959642088,98
63,4.0,Transportation,0.04771866818620936,98
64,5.0,Transportation,0.048063401502,98
65,6.0,Transportation,0.04747032516761582,98
66,7.0,Transportation,0.046613497438393464,98
67,8.0,Transportation,0.042321262241889486,98
68,9.0,Transportation,0.038645211431190415,98
69,10.0,Transportation,0.030464045754889812,98
70,1.0,ICT,0.02147634757882058,98
71,2.0,ICT,0.022460828587117846,98
72,3.0,ICT,0.022120241029112572,98
73,4.0,ICT,0.021231132242994485,98
74,5.0,ICT,0.02069272470462946,98
75,6.0,ICT,0.019674301309134813,98
76,7.0,ICT,0.018574199722790098,98
77,8.0,ICT,0.01700580982031845,98
78,9.0,ICT,0.014976304017067048,98
79,10.0,ICT,0.01097793970958398,98
80,1.0,Entertainment,0.003525287249340345,98
81,2.0,Entertainment,0.004381066875698685,98
82,3.0,Entertainment,0.004934964603694118,98
83,4.0,Entertainment,0.004762647262756505,98
84,5.0,Entertainment,0.004783382171651089,98
85,6.0,Entertainment,0.0049590600774951825,98
86,7.0,Entertainment,0.005237863719980993,98
87,8.0,Entertainment,0.005091339149852892,98
88,9.0,Entertainment,0.005203642032479704,98
89,10.0,Entertainment,0.004723679731219267,98
90,1.0,Restaurant,0.0029654579769008878,98
91,2.0,Restaurant,0.0047926661271852,98
92,3.0,Restaurant,0.005244444944588954,98
93,4.0,Restaurant,0.005744013767709057,98
94,5.0,Restaurant,0.006362814069369088,98
95,6.0,Restaurant,0.007628836226567171,98
96,7.0,Restaurant,0.008884777545338464,98
97,8.0,Restaurant,0.009126504488833133,98
98,9.0,Restaurant,0.009975022296556335,98
99,10.0,Restaurant,0.014732252867498134,98
100,1.0,Others,0.03001859782224517,98
101,2.0,Others,0.029905252949391357,98
102,3.0,Others,0.027706224311261383,98
103,4.0,Others,0.027172211905573444,98
104,5.0,Others,0.026106310511298383,98
105,6.0,Others,0.024364769965140982,98
106,7.0,Others,0.02299114171891357,98
107,8.0,Others,0.020831483439268748,98
108,9.0,Others,0.0190046623499166,98
109,10.0,Others,0.01494555744538594,98
110,1.0,Durables,0.0723346068452712,98
111,2.0,Durables,0.11251622251615796,98
112,3.0,Durables,0.143313455903714,98
113,4.0,Durables,0.16932546367669563,98
114,5.0,Durables,0.1903124121821429,98
115,6.0,Durables,0.20964164899631652,98
116,7.0,Durables,0.222455777171288,98
117,8.0,Durables,0.24635232747371288,98
118,9.0,Durables,0.2731949092549836,98
119,10.0,Durables,0.26553944725602036,98
120,1.0,Investments,0.009682459128758307,98
121,2.0,Investments,0.012954620875749863,98
122,3.0,Investments,0.01281825018591449,98
123,4.0,Investments,0.013491387858303205,98
124,5.0,Investments,0.01494703911395633,98
125,6.0,Investments,0.018490715600043853,98
126,7.0,Investments,0.024679784035967885,98
127,8.0,Investments,0.030401658102504423,98
128,9.0,Investments,0.05124300443483589,98
129,10.0,Investments,0.17919638260502888,98
0,1.0,Food,0.4507677058411744,99
1,2.0,Food,0.41403244626240154,99
2,3.0,Food,0.38788986771307243,99
3,4.0,Food,0.36516431316167725,99
4,5.0,Food,0.34956562169578237,99
5,6.0,Food,0.3301975392115284,99
6,7.0,Food,0.30790786962802885,99
7,8.0,Food,0.2821177467207354,99
8,9.0,Food,0.25940067363494396,99
9,10.0,Food,0.18298792756352747,99
10,1.0,Drink,0.010927602355073108,99
11,2.0,Drink,0.01225646470205367,99
12,3.0,Drink,0.01141238674586801,99
13,4.0,Drink,0.009957430375075604,99
14,5.0,Drink,0.009517629137415554,99
15,6.0,Drink,0.008351533653154504,99
16,7.0,Drink,0.006892179174959095,99
17,8.0,Drink,0.005675220402810623,99
18,9.0,Drink,0.003957344342633445,99
19,10.0,Drink,0.0034852474812995214,99
20,1.0,Cloth,0.015908208598970085,99
21,2.0,Cloth,0.02377773832442439,99
22,3.0,Cloth,0.030084301388051283,99
23,4.0,Cloth,0.03230793949311104,99
24,5.0,Cloth,0.03603961680486355,99
25,6.0,Cloth,0.04079277482589766,99
26,7.0,Cloth,0.04438066392874164,99
27,8.0,Cloth,0.045896855708868735,99
28,9.0,Cloth,0.048271181713069856,99
29,10.0,Cloth,0.03947259818917888,99
30,1.0,Housing,0.2897118935324716,99
31,2.0,Housing,0.26487230536897965,99
32,3.0,Housing,0.2604683699889716,99
33,4.0,Housing,0.25507862411050436,99
34,5.0,Housing,0.24388929905600196,99
35,6.0,Housing,0.24272618566588636,99
36,7.0,Housing,0.2367494059701339,99
37,8.0,Housing,0.2436256535914215,99
38,9.0,Housing,0.22773020313391182,99
39,10.0,Housing,0.21545977813252523,99
40,1.0,Furniture,0.03810716195832549,99
41,2.0,Furniture,0.035154753919319215,99
42,3.0,Furniture,0.03272815522049712,99
43,4.0,Furniture,0.0307489489942687,99
44,5.0,Furniture,0.030064428602224788,99
45,6.0,Furniture,0.028429134508893963,99
46,7.0,Furniture,0.027664595077677365,99
47,8.0,Furniture,0.027485498875633407,99
48,9.0,Furniture,0.027157492394312185,99
49,10.0,Furniture,0.02495681785291809,99
50,1.0,Health,0.026331603114001335,99
51,2.0,Health,0.03389648339710572,99
52,3.0,Health,0.0354251547353354,99
53,4.0,Health,0.0385464022966903,99
54,5.0,Health,0.041529963536710755,99
55,6.0,Health,0.043544117959619204,99
56,7.0,Health,0.04817423425771627,99
57,8.0,Health,0.051460978076951255,99
58,9.0,Health,0.05211393257729291,99
59,10.0,Health,0.05777527647227933,99
60,1.0,Transportation,0.03596900613188499,99
61,2.0,Transportation,0.0427662085851207,99
62,3.0,Transportation,0.043600663398739165,99
63,4.0,Transportation,0.04336017725993806,99
64,5.0,Transportation,0.04320563802268461,99
65,6.0,Transportation,0.04215339970613488,99
66,7.0,Transportation,0.042275619500767796,99
67,8.0,Transportation,0.03924676562088655,99
68,9.0,Transportation,0.03633944109897274,99
69,10.0,Transportation,0.025270266405750717,99
70,1.0,ICT,0.02345384214832986,99
71,2.0,ICT,0.024065193879220632,99
72,3.0,ICT,0.023322764608982742,99
73,4.0,ICT,0.022356158741325873,99
74,5.0,ICT,0.02085852758191307,99
75,6.0,ICT,0.01925215126479189,99
76,7.0,ICT,0.01839549186693273,99
77,8.0,ICT,0.017156521584919603,99
78,9.0,ICT,0.014763279511146664,99
79,10.0,ICT,0.01035178622329512,99
80,1.0,Entertainment,0.0022098514582688743,99
81,2.0,Entertainment,0.0029136618115476126,99
82,3.0,Entertainment,0.003435141634570522,99
83,4.0,Entertainment,0.003458631814962536,99
84,5.0,Entertainment,0.0031999939180664856,99
85,6.0,Entertainment,0.0032663107556081426,99
86,7.0,Entertainment,0.0030247233002731605,99
87,8.0,Entertainment,0.0034936641284366685,99
88,9.0,Entertainment,0.0030585532319653084,99
89,10.0,Entertainment,0.003611912974751905,99
90,1.0,Restaurant,0.0016767834881036992,99
91,2.0,Restaurant,0.002344221411167378,99
92,3.0,Restaurant,0.002925155338070966,99
93,4.0,Restaurant,0.0032312346579814804,99
94,5.0,Restaurant,0.0034808939562705828,99
95,6.0,Restaurant,0.0037823245324882155,99
96,7.0,Restaurant,0.0046597437005633634,99
97,8.0,Restaurant,0.004575034939118913,99
98,9.0,Restaurant,0.006501715625130153,99
99,10.0,Restaurant,0.0070189146797304015,99
100,1.0,Others,0.028246704496724562,99
101,2.0,Others,0.02874996707768899,99
102,3.0,Others,0.02751908568426824,99
103,4.0,Others,0.025957301809787146,99
104,5.0,Others,0.025565632849343916,99
105,6.0,Others,0.023690564521987485,99
106,7.0,Others,0.023097667588816886,99
107,8.0,Others,0.022044878488785526,99
108,9.0,Others,0.01866039154978229,99
109,10.0,Others,0.01425424450823633,99
110,1.0,Durables,0.06920107030427497,99
111,2.0,Durables,0.10492634741008972,99
112,3.0,Durables,0.1306002574543483,99
113,4.0,Durables,0.1591196230592446,99
114,5.0,Durables,0.1782707650689591,99
115,6.0,Durables,0.19705738315845456,99
116,7.0,Durables,0.21614238718207363,99
117,8.0,Durables,0.22803252651728498,99
118,9.0,Durables,0.2532067525079212,99
119,10.0,Durables,0.2571069912094629,99
120,1.0,Investments,0.00748856657239665,99
121,2.0,Investments,0.01024420785088043,99
122,3.0,Investments,0.010588696089223783,99
123,4.0,Investments,0.010713214225432685,99
124,5.0,Investments,0.014811989769762965,99
125,6.0,Investments,0.016756580235554396,99
126,7.0,Investments,0.020635418823314926,99
127,8.0,Investments,0.029188655344146452,99
128,9.0,Investments,0.0488390386789171,99
129,10.0,Investments,0.15824823830704374,99
